site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,year,date,depth (m),organism_code,type,s1 (0-20m),s2 (25-45m),s3 (50-70m),s4 (75-95m),fish_recorded_by,inverts_recorded_by,errors,what_errors
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Parrotfish,Fish,0,1,2,2,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Snapper,Fish,162,143,86,154,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Moray Eel,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Grouper 30-40 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Grouper 40-50 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Grouper 50-60 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Grouper > 60 cm,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Grouper Total,Fish,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Orange Spotted Grouper 30-40 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Orange Spotted Grouper 40-50 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Orange Spotted Grouper 50-60 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Orange Spotted Grouper > 60 cm,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Orange Spotted Grouper Total,Fish,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Banded Coral Shrimp,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Diadema,Invertebrate,293,194,82,262,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Black Urchin,Invertebrate,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Short Spine Urchin,Invertebrate,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Pencil Urchin,Invertebrate,0,0,1,1,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Tripneustes,Invertebrate,1,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Edible Sea Cucumber,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,COTS,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Cowries,Invertebrate,"","","","","","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Triton,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Lobster,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam < 10 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam 10-20 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam 20-30 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam 30-40 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam 40-50 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam > 50 cm,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Giant Clam Total,Invertebrate,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Coral Damage Anchor,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Coral Damage Dynamite,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Coral Damage Other,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Trash Fish Nets,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Trash General,Impact,0,0,1,2,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Bleaching (% Of Population),Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Bleaching (% Of Colony),Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Black Band,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,White Band,Impact,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Sharks,Rare Animal,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Turtles,Rare Animal,0,0,0,0,"","",false,""
98791121-782e-454b-9355-18b648702421,05e7b8dd-ec8e-43bf-980b-8d3d0fd5768a,56.21.50.1E.25.29.30.2N,Al Aqa,"25.491722, 56.363917",56,21,50.1,E,25,29,30.2,N,United Arab Emirates,Fujairah Emirate,Dadna,Arabian Gulf,2010,30-April-10,4.5,Mantas,Rare Animal,0,0,0,0,"","",false,""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Dark Butterflyfish,Fish,"","","","",Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Arabian Butterflyfish,Fish,"","","","",Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Longfin Bannerfish,Fish,"","","","",Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Butterflyfish,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Barramundi Cod,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Humphead Wrasse,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Grey Grunt,Fish,"","","","",Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Black Spotted Grunt,Fish,"","","","",Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Spotted Grunt,Fish,"","","","",Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Haemulidae,Fish,3,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Bumphead Parrot,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Parrotfish,Fish,0,0,0,5,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Snapper,Fish,8,25,12,3,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Moray Eel,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Grouper 30-40 cm,Fish,0,0,2,1,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Grouper 40-50 cm,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Grouper 50-60 cm,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
4647fff4-14b9-418a-b214-a3fe8702604f,0c3c59f3-f922-4e9c-915a-d871da2f95b1,54.25.16.7E.24.35.55.9N,Sadiyaat Reef,"24.598861, 54.421306",54,25,16.7,E,24,35,55.9,N,United Arab Emirates,"",Abu Dhabi,Arabian Gulf,2022,10-September-22,6.7,Grouper > 60 cm,Fish,0,0,0,0,Sasha Russell,"Arjan Baks, Xander Russell","",""
